ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	[Q01]Value	[Q02]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[Screentitle 2]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	Unnamed: 487	screen	idea	attribute	Label	MissingValue
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2785	10:38:51.604	1511862043571492															0	12		Fixation	460	310	164	2,02	353,50	264,85		835	301	178	326	153	313	165	311	163	80,53	242,07	87,27	248,90	83,90	245,48	210,32	204,12	622,52	277,39	205,87	619,22					656,44	656,44	3.18	3.2	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2788	10:38:51.608	1511862043574714															0	12		Fixation	460	310	164	2,02	353,50	264,85		836	299	181	318	156	308	168	306	166	80,07	241,28	85,09	248,15	82,58	244,71	210,32	204,13	622,54	277,39	205,87	619,22					656,47	656,47	3.17	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2792	10:38:51.611	1511862043578161															0	12		Fixation	460	310	164	2,02	353,50	264,85		837	303	177	317	152	310	164	308	162	81,00	242,43	84,96	249,18	82,98	245,80	210,32	204,14	622,55	277,39	205,87	619,23					656,48	656,48	3.18	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2795	10:38:51.614	1511862043581373															0	12		Fixation	460	310	164	2,02	353,50	264,85		838	302	182	324	163	313	172	311	170	80,80	241,07	86,61	246,31	83,70	243,69	210,32	204,13	622,56	277,40	205,87	619,24					656,48	656,48	3.17	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2798	10:38:51.618	1511862043584820															0	12		Fixation	460	310	164	2,02	353,50	264,85		839	298	181	316	161	307	171	305	169	79,78	241,46	84,59	246,75	82,18	244,11	210,33	204,14	622,56	277,40	205,88	619,26					656,49	656,49	3.17	3.17	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2802	10:38:51.621	1511862043588038															0	12		Fixation	460	310	164	2,02	353,50	264,85		840	293	185	322	155	307	170	305	168	78,30	240,21	86,04	248,40	82,17	244,31	210,33	204,15	622,59	277,40	205,88	619,27					656,52	656,52	3.17	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2805	10:38:51.624	1511862043591488															0	12		Fixation	460	310	164	2,02	353,50	264,85		841	299	181	318	154	308	167	306	165	79,90	241,45	84,99	248,51	82,45	244,98	210,33	204,15	622,61	277,40	205,88	619,27					656,53	656,53	3.17	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2808	10:38:51.628	1511862043594708															0	12		Fixation	460	310	164	2,02	353,50	264,85		842	293	180	318	151	305	165	303	163	78,29	241,49	85,19	249,45	81,74	245,47	210,34	204,15	622,60	277,41	205,90	619,30					656,53	656,53	3.18	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2812	10:38:51.631	1511862043598147															0	12		Fixation	460	310	164	2,02	353,50	264,85		843	305	180	320	154	312	167	310	165	81,72	241,68	85,70	248,52	83,71	245,10	210,34	204,15	622,62	277,41	205,89	619,29					656,54	656,54	3.17	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2815	10:38:51.634	1511862043601374															0	12		Fixation	460	310	164	2,02	353,50	264,85		844	300	179	328	156	314	167	312	165	80,41	241,86	87,68	247,96	84,05	244,91	210,34	204,15	622,63	277,41	205,90	619,30					656,55	656,55	3.16	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2818	10:38:51.638	1511862043604809															0	12		Fixation	460	310	164	2,02	353,50	264,85		845	303	175	315	146	309	160	307	158	81,07	242,85	84,33	250,82	82,70	246,84	210,34	204,16	622,64	277,41	205,90	619,30					656,57	656,57	3.17	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2822	10:38:51.641	1511862043608048															0	12		Fixation	460	310	164	2,02	353,50	264,85		846	301	170	323	163	312	166	310	164	80,60	244,27	86,49	246,31	83,54	245,29	210,34	204,15	622,64	277,41	205,90	619,31					656,56	656,56	3.16	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2825	10:38:51.644	1511862043611480															0	12		Fixation	460	310	164	2,02	353,50	264,85		847	300	177	325	153	312	165	310	163	80,41	242,40	86,91	248,97	83,66	245,69	210,34	204,15	622,64	277,42	205,91	619,32					656,57	656,57	3.17	3.22	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2828	10:38:51.648	1511862043614719															0	12		Fixation	460	310	164	2,02	353,50	264,85		848	300	172	320	157	310	164	308	162	80,25	243,64	85,64	247,71	82,94	245,67	210,34	204,16	622,66	277,42	205,90	619,31					656,58	656,58	3.18	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2832	10:38:51.651	1511862043618136															0	12		Fixation	460	310	164	2,02	353,50	264,85		849	301	186	315	156	308	171	306	169	80,42	240,11	84,37	248,10	82,40	244,10	210,34	204,16	622,67	277,42	205,90	619,31					656,59	656,59	3.16	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2835	10:38:51.654	1511862043621390															0	12		Fixation	460	310	164	2,02	353,50	264,85		850	304	174	319	159	311	166	309	164	81,24	243,14	85,50	247,23	83,37	245,19	210,35	204,16	622,67	277,42	205,92	619,35					656,60	656,60	3.16	3.2	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2838	10:38:51.658	1511862043624807															0	12		Fixation	460	310	164	2,02	353,50	264,85		851	292	179	329	167	310	173	308	171	78,17	241,81	88,08	244,98	83,13	243,40	210,35	204,17	622,70	277,42	205,92	619,36					656,62	656,62	3.16	3.2	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2842	10:38:51.661	1511862043628045															0	12		Fixation	460	310	164	2,02	353,50	264,85		852	304	178	320	153	312	165	310	163	81,39	242,19	85,59	248,74	83,49	245,47	210,35	204,18	622,72	277,42	205,92	619,34					656,65	656,65	3.17	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2845	10:38:51.664	1511862043631476															0	12		Fixation	460	310	164	2,02	353,50	264,85		853	297	182	315	156	306	169	304	167	79,44	241,13	84,17	247,93	81,80	244,53	210,35	204,19	622,73	277,42	205,93	619,35					656,66	656,66	3.17	3.2	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2848	10:38:51.668	1511862043634715															0	12		Fixation	460	310	164	2,02	353,50	264,85		854	298	183	319	158	308	170	306	168	79,81	240,93	85,39	247,64	82,60	244,28	210,35	204,19	622,74	277,43	205,93	619,36					656,67	656,67	3.18	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2852	10:38:51.671	1511862043638142															0	12		Fixation	460	310	164	2,02	353,50	264,85		855	308	176	326	156	317	166	315	164	82,52	242,57	87,13	247,97	84,83	245,27	210,35	204,20	622,75	277,43	205,93	619,36					656,68	656,68	3.15	3.2	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2855	10:38:51.674	1511862043641374															0	12		Fixation	460	310	164	2,02	353,50	264,85		856	296	184	326	156	311	170	309	168	79,24	240,58	87,29	247,97	83,27	244,27	210,36	204,20	622,76	277,43	205,94	619,37					656,69	656,69	3.16	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2858	10:38:51.678	1511862043644811															0	12		Fixation	460	310	164	2,02	353,50	264,85		857	296	177	326	149	311	163	309	161	79,30	242,41	87,27	249,95	83,28	246,18	210,36	204,21	622,77	277,43	205,95	619,37					656,71	656,71	3.17	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2862	10:38:51.681	1511862043648038															0	12		Fixation	460	310	164	2,02	353,50	264,85		858	299	185	323	158	311	171	309	169	80,04	240,41	86,48	247,40	83,26	243,91	210,36	204,22	622,78	277,44	205,95	619,38					656,72	656,72	3.16	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2865	10:38:51.684	1511862043651475															0	12		Fixation	460	310	164	2,02	353,50	264,85		859	300	180	321	162	310	171	308	169	80,35	241,62	85,77	246,54	83,06	244,08	210,36	204,22	622,80	277,44	205,96	619,38					656,73	656,73	3.15	3.21	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2868	10:38:51.688	1511862043654706															0	12		Fixation	460	310	164	2,02	353,50	264,85		860	299	177	326	164	312	170	310	168	79,95	242,48	87,35	245,81	83,65	244,14	210,36	204,23	622,80	277,44	205,96	619,38					656,74	656,74	3.16	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2872	10:38:51.691	1511862043658145															0	12		Fixation	460	310	164	2,02	353,50	264,85		861	298	179	327	164	312	171	310	169	79,76	241,77	87,47	245,84	83,61	243,80	210,36	204,23	622,80	277,44	205,96	619,39					656,74	656,74	3.15	3.2	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2875	10:38:51.694	1511862043661374															0	12		Fixation	460	310	164	2,02	353,50	264,85		862	296	184	323	156	309	170	307	168	79,22	240,58	86,32	248,18	82,77	244,38	210,36	204,24	622,82	277,44	205,98	619,42					656,76	656,76	3.16	3.21	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2878	10:38:51.698	1511862043664806															0	12		Fixation	460	310	164	2,02	353,50	264,85		863	301	178	326	160	313	169	311	167	80,56	242,20	87,20	246,96	83,88	244,58	210,36	204,24	622,81	277,45	205,99	619,43					656,75	656,75	3.16	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2881	10:38:51.701	1511862043668022															0	12		Fixation	460	310	164	2,02	353,50	264,85		864	306	182	318	155	312	168	310	166	81,83	241,08	85,17	248,46	83,50	244,77	210,37	204,25	622,81	277,45	205,98	619,41					656,76	656,76	3.17	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2885	10:38:51.704	1511862043671461															0	12		Fixation	460	310	164	2,02	353,50	264,85		865	288	171	322	161	305	166	303	164	77,13	244,02	86,05	246,83	81,59	245,43	210,37	204,25	622,80	277,45	205,98	619,39					656,75	656,75	3.18	3.21	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2888	10:38:51.708	1511862043674685															0	12		Fixation	460	310	164	2,02	353,50	264,85		866	295	187	323	156	309	171	307	169	79,07	239,73	86,49	247,97	82,78	243,85	210,38	204,25	622,81	277,45	205,99	619,41					656,75	656,75	3.17	3.2	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2892	10:38:51.711	1511862043678134															0	12		Fixation	460	310	164	2,02	353,50	264,85		867	304	176	324	157	314	166	312	164	81,25	242,68	86,64	247,73	83,94	245,21	210,38	204,26	622,82	277,46	206,00	619,41					656,76	656,76	3.18	3.22	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2895	10:38:51.714	1511862043681365															0	12		Fixation	460	310	164	2,02	353,50	264,85		868	294	189	327	157	310	173	308	171	78,69	239,33	87,44	247,89	83,07	243,61	210,38	204,26	622,81	277,46	206,00	619,40					656,76	656,76	3.17	3.22	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2898	10:38:51.718	1511862043684795															0	12		Fixation	460	310	164	2,02	353,50	264,85		869	289	176	324	162	306	169	304	167	77,31	242,56	86,81	246,46	82,06	244,51	210,38	204,26	622,81	277,46	206,00	619,40					656,75	656,75	3.19	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2901	10:38:51.721	1511862043688019															0	12		Fixation	460	310	164	2,02	353,50	264,85		870	303	175	320	150	311	162	309	160	81,12	242,96	85,75	249,56	83,43	246,26	210,39	204,26	622,80	277,47	206,00	619,40					656,75	656,75	3.17	3.21	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2905	10:38:51.724	1511862043691470															0	12		Fixation	460	310	164	2,02	353,50	264,85		871	296	178	326	156	311	167	309	165	79,30	242,11	87,16	248,10	83,23	245,11	210,39	204,27	622,80	277,47	206,00	619,40					656,75	656,75	3.18	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2908	10:38:51.728	1511862043694684															0		12	Saccade	57							872	296	181	321	159	308	170	306	168	79,10	241,34	86,02	247,26	82,56	244,30	210,40	204,27	622,80	277,47	206,01	619,41					656,75	656,75	3.16	3.21	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2912	10:38:51.731	1511862043698132															0		12	Saccade	57							873	300	182	324	164	312	173	310	171	80,24	241,21	86,84	245,84	83,54	243,52	210,40	204,27	622,80	277,48	206,02	619,44					656,75	656,75	3.17	3.21	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2915	10:38:51.734	1511862043701348															0		12	Saccade	57							874	298	182	328	163	313	172	311	170	79,77	241,18	87,65	246,30	83,71	243,74	210,42	204,30	622,86	277,51	206,01	619,42					656,82	656,82	3.18	3.21	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2918	10:38:51.738	1511862043704800															0		12	Saccade	57							875	318	185	357	173	337	179	335	177	85,02	240,15	95,48	243,56	90,25	241,85	210,47	204,32	622,87	277,56	206,03	619,46					656,83	656,83	3.17	3.21	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2921	10:38:51.741	1511862043708017															0		12	Saccade	57							876	351	179	386	159	368	169	366	167	93,85	241,92	103,30	247,35	98,57	244,64	210,57	204,28	622,73	277,62	206,04	619,45					656,68	656,68	3.17	3.21	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2925	10:38:51.744	1511862043711469															0		12	Saccade	57							877	411	183	440	171	425	177	423	175	109,88	240,68	117,74	244,09	113,81	242,39	210,66	204,33	622,79	277,71	206,07	619,51					656,75	656,75	3.17	3.22	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2928	10:38:51.748	1511862043714684															0		12	Saccade	57							878	471	184	506	160	488	172	486	170	125,97	240,48	135,41	247,04	130,69	243,76	210,79	204,36	622,77	277,80	206,06	619,47					656,73	656,73	3.18	3.23	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2932	10:38:51.751	1511862043718132															0		12	Saccade	57							879	520	167	559	153	539	160	537	158	139,06	245,03	149,46	248,87	144,26	246,95	210,92	204,35	622,66	277,91	206,14	619,63					656,61	656,61	3.2	3.22	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2935	10:38:51.754	1511862043721360															0		12	Saccade	57							880	575	156	602	145	588	150	586	148	153,87	247,94	161,20	251,15	157,54	249,54	211,05	204,38	622,64	278,01	206,15	619,67					656,60	656,60	3.22	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2938	10:38:51.758	1511862043724792															0		12	Saccade	57							881	618	154	642	142	630	148	628	146	165,38	248,63	171,92	251,94	168,65	250,28	211,18	204,42	622,67	278,12	206,15	619,66					656,63	656,63	3.23	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2941	10:38:51.761	1511862043728020															0		12	Saccade	57							882	667	167	680	151	673	159	671	157	178,62	245,23	181,98	249,40	180,30	247,32	211,30	204,43	622,62	278,22	206,14	619,66					656,58	656,58	3.21	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2945	10:38:51.764	1511862043731459															0		12	Saccade	57							883	699	173	718	175	708	174	706	172	187,03	243,55	192,09	243,07	189,56	243,31	211,43	204,41	622,55	278,30	206,13	619,66					656,49	656,49	3.22	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2948	10:38:51.768	1511862043734683															0		12	Saccade	57							884	744	160	753	179	748	169	746	167	199,06	247,02	201,51	241,89	200,29	244,45	211,54	204,42	622,53	278,39	206,12	619,69					656,48	656,48	3.2	3.16	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2952	10:38:51.771	1511862043738123															0		12	Saccade	57							885	774	188	780	190	777	189	775	187	207,08	239,55	208,72	238,92	207,90	239,23	211,63	204,42	622,51	278,46	206,11	619,69					656,45	656,45	3.18	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2955	10:38:51.774	1511862043741350															0		12	Saccade	57							886	805	196	802	182	803	189	801	187	215,33	237,20	214,63	241,06	214,98	239,13	211,70	204,44	622,55	278,53	206,11	619,71					656,49	656,49	3.2	3.2	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2958	10:38:51.778	1511862043744788															0		12	Saccade	57							887	826	184	827	194	826	189	824	187	220,93	240,67	221,39	237,76	221,16	239,22	211,76	204,42	622,51	278,58	206,11	619,73					656,44	656,44	3.22	3.19	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2961	10:38:51.781	1511862043748012															0		12	Saccade	57							888	828	189	842	197	835	193	833	191	221,67	239,13	225,44	237,03	223,55	238,08	211,78	204,42	622,51	278,61	206,10	619,72					656,44	656,44	3.21	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2965	10:38:51.784	1511862043751459															0	13		Fixation	137	818	186	12,21	357,51	4,02		889	828	188	834	196	831	192	829	190	221,47	239,44	223,19	237,42	222,33	238,43	211,79	204,41	622,51	278,63	206,10	619,70					656,43	656,43	3.22	3.18	0	0					base	base	base	description	
21-02-2018	3.4.8	IdeaReductionThesis 1	Participant10	P10	Alert	Alert	SQ10_Rec 01	28-11-2017	2195672	1920 x 1080	SQ10	I-VT filter		2	2	2260	1063									2968	10:38:51.788	1511862043754683															0	13		Fixation	137	818	186	12,21	357,51	4,02		890	808	187	816	195	812	191	810	189	216,27	239,87	218,45	237,55	217,36	238,71	211,78	204,40	622,49	278,64	206,09	619,69					656,42	656,42	3.23	3.19	0	0					base	base	base	description	
